# - Escoamento_Potencial de velocidade
# Coordenadas dos nos
156
1 0 0
2 0 800
3 1000 800
4 1800 0
5 1600 800
6 2200 0
7 2400 800
8 3000 800
9 4000 0
10 4000 800
11 0 400
12 588.7822 800
13 794.3911 800
14 294.3911 800
15 200 0
16 1550 0
17 850 0
18 1512.1306 587.8694
19 1087.8694 587.8694
20 2141.4214 141.4214
21 1858.5787 141.4213
22 2000 800
23 1800 800
24 2200 800
25 2458.6497 443.5156
26 2941.2982 443.5562
27 2854.1524 285.1494
28 2986.048 619.2032
29 2545.9598 285.2091
30 2413.929 619.1835
31 3168.4111 0
32 2934.2055 0
33 3875 0
34 3459.2055 0
35 2450 0
36 3411.2178 800
37 3705.6089 800
38 3205.6089 800
39 4000 400
40 1672.9243 343.062
41 3545.504 331.3784
42 821.4585 421.3934
43 370.7332 397.1338
44 2934.2165 100.0075
45 2700.011 100.0075
46 3054.8546 221.7781
47 3772.752 565.6892
48 3478.3609 565.6892
49 3772.752 165.6892
50 3647.752 165.6892
51 3176.258 621.7781
52 3243.4011 387.4673
53 3356.9575 165.6892
54 2000 375
55 1836.4622 271.531
56 1836.4622 446.531
57 2450.011 100.0075
58 2329.3248 221.7578
59 2229.3248 321.7578
60 2229.3248 496.7578
61 1636.4622 571.531
62 1486.4622 421.531
63 1800 675
64 2000 675
65 2200 675
66 1736.4622 171.531
67 705.1203 610.6967
68 910.7293 610.6967
69 185.3666 598.5669
70 185.3666 198.5669
71 479.7577 598.5669
72 596.0959 409.2636
73 385.3666 198.5669
74 610.7293 210.6967
75 1486.4622 171.531
76 1300 250
77 1060.7293 460.6967
78 1060.7293 210.6967
79 400 0
80 1300 0
81 1300 500
82 2000 550
83 2000 200
84 2700.0001 200.0289
85 2700 0
86 3750 0
87 2000 -550
88 1672.9243 -343.062
89 3545.504 -331.3784
90 821.4585 -421.3934
91 370.7332 -397.1338
92 2934.2165 -100.0075
93 2700.011 -100.0075
94 3054.8546 -221.7781
95 3772.752 -565.6892
96 3478.3609 -565.6892
97 3772.752 -165.6892
98 3647.752 -165.6892
99 3176.258 -621.7781
100 3243.4011 -387.4673
101 3356.9575 -165.6892
102 2000 -375
103 1836.4622 -271.531
104 1836.4622 -446.531
105 2450.011 -100.0075
106 2329.3248 -221.7578
107 2229.3248 -321.7578
108 2229.3248 -496.7578
109 1636.4622 -571.531
110 1486.4622 -421.531
111 1800 -675
112 2000 -675
113 2200 -675
114 1736.4622 -171.531
115 705.1203 -610.6967
116 910.7293 -610.6967
117 185.3666 -598.5669
118 185.3666 -198.5669
119 479.7577 -598.5669
120 596.0959 -409.2636
121 385.3666 -198.5669
122 610.7293 -210.6967
123 1486.4622 -171.531
124 1300 -250
125 1060.7293 -460.6967
126 1060.7293 -210.6967
127 0 -400
128 588.7822 -800
129 794.3911 -800
130 294.3911 -800
131 1300 -500
132 1512.1306 -587.8694
133 1087.8694 -587.8694
134 2000 -200
135 2141.4214 -141.4214
136 1858.5787 -141.4213
137 2000 -800
138 1800 -800
139 2200 -800
140 2458.6497 -443.5156
141 2700.0001 -200.0289
142 2941.2982 -443.5562
143 2854.1524 -285.1494
144 2986.048 -619.2032
145 2545.9598 -285.2091
146 2413.929 -619.1835
147 3411.2178 -800
148 3705.6089 -800
149 3205.6089 -800
150 4000 -400
151 0 -800
152 1000 -800
153 1600 -800
154 2400 -800
155 3000 -800
156 4000 -800
# Matriz de incidências/conectividades
62
1 1 6 84 31 85 44 32 45
2 1 6 84 26 31 27 46 44
3 1 6 10 41 36 47 48 37
4 1 6 41 9 86 49 33 50
5 1 6 41 10 9 47 39 49
6 1 6 36 26 8 51 28 38
7 1 6 36 41 26 48 52 51
8 1 6 31 41 86 53 50 34
