    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   1.1572e+03   4.7347e+02   0.0000e+00  -3.4559e-06   1.1168e-06   0.0000e+00   3.6319e-06
           2   6.4885e+02   1.3994e+02   0.0000e+00  -2.1849e-06   9.6594e-08   0.0000e+00   2.1870e-06
           4   8.5552e+01   5.3429e+02   0.0000e+00  -1.9954e-06   3.3559e-08   0.0000e+00   1.9957e-06
           5   2.2285e+02   6.6763e+02   0.0000e+00  -1.9680e-06   2.6460e-08   0.0000e+00   1.9682e-06
           6   8.5552e+01   2.6763e+02   0.0000e+00  -2.0047e-06   3.3330e-08   0.0000e+00   2.0050e-06
           8   2.1889e+02   1.3429e+02   0.0000e+00  -2.0301e-06   2.4815e-08   0.0000e+00   2.0302e-06
          10   8.8656e+02   7.3249e+02   0.0000e+00  -1.1356e-06   3.7823e-07   0.0000e+00   1.1969e-06
          11   6.0708e+02   6.7327e+02   0.0000e+00  -1.8166e-06   1.2474e-07   0.0000e+00   1.8208e-06
          13   9.9872e+02   6.6033e+02   0.0000e+00  -1.2114e-06   1.2845e-06   0.0000e+00   1.7656e-06
          17   1.8452e+03   1.9961e+02   0.0000e+00  -3.1269e-06  -1.3267e-06   0.0000e+00   3.3967e-06
          20   1.6302e+03   6.6923e+02   0.0000e+00  -1.3227e-06  -1.1529e-06   0.0000e+00   1.7547e-06
          22   1.7817e+03   7.4139e+02   0.0000e+00  -1.4214e-06  -2.1564e-07   0.0000e+00   1.4377e-06
          23   1.0887e+03   1.1437e+02   0.0000e+00  -2.6596e-06   1.1899e-07   0.0000e+00   2.6622e-06
          26   1.4245e+03   4.6109e+02   0.0000e+00  -3.6447e-06  -1.0745e-06   0.0000e+00   3.7998e-06
          29   1.5190e+03   1.0198e+02   0.0000e+00  -2.3932e-06  -2.6948e-07   0.0000e+00   2.4083e-06
          30   3.0600e+03   5.3968e+02   0.0000e+00  -1.0611e-06  -1.3149e-06   0.0000e+00   1.6896e-06
          31   3.2295e+03   6.6618e+02   0.0000e+00  -1.2020e-06  -4.1897e-07   0.0000e+00   1.2729e-06
          33   2.8093e+03   6.6674e+01   0.0000e+00  -6.2403e-06  -3.7141e-07   0.0000e+00   6.2513e-06
          34   2.8920e+03   2.0160e+02   0.0000e+00  -5.2753e-06  -2.4107e-06   0.0000e+00   5.8000e-06
          35   3.2108e+03   1.3285e+02   0.0000e+00  -2.8596e-06  -4.7673e-07   0.0000e+00   2.8990e-06
          36   3.5828e+03   1.3166e+02   0.0000e+00  -2.2076e-06  -1.0042e-07   0.0000e+00   2.2098e-06
          39   3.9167e+03   1.3333e+02   0.0000e+00  -2.0782e-06  -1.1052e-08   0.0000e+00   2.0782e-06
          41   3.6941e+03   6.6499e+02   0.0000e+00  -1.8565e-06  -7.2325e-08   0.0000e+00   1.8580e-06
          42   3.8773e+03   5.3166e+02   0.0000e+00  -1.9547e-06  -4.2656e-08   0.0000e+00   1.9551e-06
          44   2.4029e+03   3.7505e+02   0.0000e+00  -2.2347e-06   2.8551e-06   0.0000e+00   3.6257e-06
          46   2.1258e+03   7.1667e+02   0.0000e+00  -1.4506e-06   1.9233e-07   0.0000e+00   1.4633e-06
          47   2.2754e+03   6.2920e+02   0.0000e+00  -1.0823e-06   8.8683e-07   0.0000e+00   1.3992e-06
          48   2.1624e+03   1.6154e+02   0.0000e+00  -3.3778e-06   2.3682e-06   0.0000e+00   4.1253e-06
          49   2.5437e+03   1.7113e+02   0.0000e+00  -6.1918e-06   2.4904e-06   0.0000e+00   6.6739e-06
          50   2.6074e+03   6.6674e+01   0.0000e+00  -6.4582e-06   2.8126e-07   0.0000e+00   6.4643e-06
          51   2.2962e+03   8.7965e+01   0.0000e+00  -2.7324e-06   1.2421e-06   0.0000e+00   3.0015e-06
