# - Escoamento_Potencial de velocidade
# Coordenadas dos nos
156
51 1 6 80 186 89 190 119 141
52 1 6 93 230 169 145 171 143
53 1 6 77 95 228 149 147 167
54 1 6 169 228 95 173 147 151
55 1 6 93 169 95 143 151 153
56 1 6 95 77 46 149 47 155
57 1 6 95 46 93 155 157 153
58 1 6 89 180 45 133 161 159
59 1 6 89 45 80 159 48 141
60 1 6 180 230 93 184 145 163
61 1 6 93 46 45 157 49 165
62 1 6 93 45 180 165 161 163
# Propriedades do material
1
1 1
# Fontes e carregamentos distribuidos
0
# Condições de fronteira essenciais
5
76,0
85,0
86,0
150,0
156,0
# Fontes/cargas pontuais impostas
0
# Fluxo imposto na fronteira
2
22,2
# Condições de fronteira mistas  - Convecção natural
0
