    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           3   7.3034e+02   6.0941e+01   0.0000e+00  -2.2681e+00   1.0176e-01   0.0000e+00   2.2704e+00
           7   5.0835e+02   5.5839e+01   0.0000e+00  -2.1204e+00   5.0593e-02   0.0000e+00   2.1210e+00
          13   9.9927e+02   6.5516e+02   0.0000e+00  -1.4951e+00   1.4125e+00   0.0000e+00   2.0568e+00
          17   9.5949e+02   7.6910e+02   0.0000e+00  -8.4776e-01   5.2085e-01   0.0000e+00   9.9497e-01
          22   2.9475e+02   5.5078e+01   0.0000e+00  -2.0487e+00   2.5843e-02   0.0000e+00   2.0489e+00
          25   7.6840e+02   7.4920e+02   0.0000e+00  -1.4934e+00   2.3324e-01   0.0000e+00   1.5115e+00
          31   3.4930e+02   7.4459e+02   0.0000e+00  -1.9321e+00   3.6391e-02   0.0000e+00   1.9324e+00
          33   5.6962e+02   7.4776e+02   0.0000e+00  -1.8100e+00   8.9802e-02   0.0000e+00   1.8123e+00
          36   4.9528e+01   6.7265e+02   0.0000e+00  -1.9910e+00   1.1856e-02   0.0000e+00   1.9911e+00
          37   1.2625e+02   7.3931e+02   0.0000e+00  -1.9829e+00   1.8475e-02   0.0000e+00   1.9830e+00
          41   4.9528e+01   5.3931e+02   0.0000e+00  -1.9935e+00   3.2354e-02   0.0000e+00   1.9938e+00
          44   6.6667e+01   6.6667e+01   0.0000e+00  -2.0140e+00   1.4026e-02   0.0000e+00   2.0141e+00
          46   6.2279e+01   3.0326e+02   0.0000e+00  -2.0068e+00   2.8311e-02   0.0000e+00   2.0070e+00
          52   1.2510e+03   4.7578e+02   0.0000e+00  -4.4405e+00   4.5513e-01   0.0000e+00   4.4638e+00
          54   1.0603e+03   5.6938e+02   0.0000e+00  -2.5695e+00   1.8490e+00   0.0000e+00   3.1656e+00
