    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   3.8905e+03   8.4599e+00   0.0000e+00  -2.0981e-06  -2.7053e-09   0.0000e+00   2.0981e-06
           3   3.8594e+03   8.5360e+00   0.0000e+00  -2.1038e-06  -3.5926e-09   0.0000e+00   2.1038e-06
           5   3.8282e+03   8.5883e+00   0.0000e+00  -2.1110e-06  -4.5235e-09   0.0000e+00   2.1110e-06
           7   3.7970e+03   8.6163e+00   0.0000e+00  -2.1199e-06  -5.5119e-09   0.0000e+00   2.1199e-06
           9   3.7658e+03   8.6275e+00   0.0000e+00  -2.1307e-06  -6.5818e-09   0.0000e+00   2.1307e-06
          11   3.7352e+03   8.6267e+00   0.0000e+00  -2.1432e-06  -7.6103e-09   0.0000e+00   2.1432e-06
          13   3.7051e+03   8.6256e+00   0.0000e+00  -2.1574e-06  -8.8303e-09   0.0000e+00   2.1574e-06
          15   3.6750e+03   8.6249e+00   0.0000e+00  -2.1739e-06  -1.0185e-08   0.0000e+00   2.1739e-06
          17   3.6450e+03   8.6246e+00   0.0000e+00  -2.1928e-06  -1.1677e-08   0.0000e+00   2.1929e-06
          19   3.6150e+03   8.6243e+00   0.0000e+00  -2.2145e-06  -1.3343e-08   0.0000e+00   2.2145e-06
          21   3.5850e+03   8.6225e+00   0.0000e+00  -2.2392e-06  -1.5208e-08   0.0000e+00   2.2393e-06
          23   3.5549e+03   8.6160e+00   0.0000e+00  -2.2673e-06  -1.7288e-08   0.0000e+00   2.2674e-06
          25   3.5248e+03   8.5978e+00   0.0000e+00  -2.2992e-06  -1.9599e-08   0.0000e+00   2.2993e-06
          27   3.4948e+03   8.5577e+00   0.0000e+00  -2.3354e-06  -2.2164e-08   0.0000e+00   2.3355e-06
          29   3.4647e+03   8.4848e+00   0.0000e+00  -2.3763e-06  -2.4967e-08   0.0000e+00   2.3764e-06
          31   3.4347e+03   8.3755e+00   0.0000e+00  -2.4225e-06  -2.7986e-08   0.0000e+00   2.4227e-06
          33   3.4047e+03   8.2445e+00   0.0000e+00  -2.4749e-06  -3.1278e-08   0.0000e+00   2.4751e-06
          35   3.3749e+03   8.1539e+00   0.0000e+00  -2.5347e-06  -3.5246e-08   0.0000e+00   2.5350e-06
          37   3.3453e+03   8.2600e+00   0.0000e+00  -2.6027e-06  -3.9893e-08   0.0000e+00   2.6030e-06
          39   3.3154e+03   8.5621e+00   0.0000e+00  -2.6785e-06  -4.5659e-08   0.0000e+00   2.6789e-06
          41   3.2852e+03   8.7878e+00   0.0000e+00  -2.7633e-06  -5.2938e-08   0.0000e+00   2.7638e-06
          43   3.2550e+03   8.8211e+00   0.0000e+00  -2.8596e-06  -6.0367e-08   0.0000e+00   2.8602e-06
          45   3.2248e+03   8.7618e+00   0.0000e+00  -2.9688e-06  -6.7772e-08   0.0000e+00   2.9696e-06
          47   3.1947e+03   8.6767e+00   0.0000e+00  -3.0921e-06  -7.5815e-08   0.0000e+00   3.0931e-06
          49   3.1647e+03   8.6004e+00   0.0000e+00  -3.2312e-06  -8.4805e-08   0.0000e+00   3.2323e-06
          51   3.1348e+03   8.5555e+00   0.0000e+00  -3.3878e-06  -9.4965e-08   0.0000e+00   3.3891e-06
          53   3.1049e+03   8.5629e+00   0.0000e+00  -3.5639e-06  -1.0639e-07   0.0000e+00   3.5655e-06
          55   3.0751e+03   8.6351e+00   0.0000e+00  -3.7611e-06  -1.1912e-07   0.0000e+00   3.7630e-06
          57   3.0452e+03   8.7597e+00   0.0000e+00  -3.9806e-06  -1.3328e-07   0.0000e+00   3.9828e-06
          59   3.0152e+03   8.9035e+00   0.0000e+00  -4.2234e-06  -1.4874e-07   0.0000e+00   4.2260e-06
          61   2.9852e+03   9.0394e+00   0.0000e+00  -4.4906e-06  -1.6470e-07   0.0000e+00   4.4937e-06
          63   2.9552e+03   9.1541e+00   0.0000e+00  -4.7814e-06  -1.7972e-07   0.0000e+00   4.7848e-06
          65   2.9251e+03   9.2238e+00   0.0000e+00  -5.0915e-06  -1.9121e-07   0.0000e+00   5.0951e-06
          67   2.8949e+03   9.1753e+00   0.0000e+00  -5.4154e-06  -1.9717e-07   0.0000e+00   5.4190e-06
          69   2.8649e+03   9.0281e+00   0.0000e+00  -5.7477e-06  -1.9678e-07   0.0000e+00   5.7511e-06
          71   2.8350e+03   8.9546e+00   0.0000e+00  -6.0749e-06  -1.8677e-07   0.0000e+00   6.0778e-06
          73   2.8050e+03   8.9550e+00   0.0000e+00  -6.3729e-06  -1.6350e-07   0.0000e+00   6.3750e-06
          75   2.7749e+03   8.8787e+00   0.0000e+00  -6.6200e-06  -1.2748e-07   0.0000e+00   6.6212e-06
          77   2.7448e+03   8.7402e+00   0.0000e+00  -6.7985e-06  -7.9977e-08   0.0000e+00   6.7990e-06
          79   2.7148e+03   8.6261e+00   0.0000e+00  -6.8899e-06  -2.4040e-08   0.0000e+00   6.8900e-06
          81   2.6851e+03   8.5520e+00   0.0000e+00  -6.8826e-06   3.4232e-08   0.0000e+00   6.8827e-06
          83   2.6557e+03   8.5105e+00   0.0000e+00  -6.7783e-06   8.9012e-08   0.0000e+00   6.7788e-06
          85   2.6262e+03   8.4908e+00   0.0000e+00  -6.5859e-06   1.3581e-07   0.0000e+00   6.5873e-06
          87   2.5968e+03   8.4894e+00   0.0000e+00  -6.3214e-06   1.7185e-07   0.0000e+00   6.3237e-06
          89   2.5673e+03   8.5000e+00   0.0000e+00  -6.0038e-06   1.9653e-07   0.0000e+00   6.0070e-06
          91   2.5379e+03   8.5142e+00   0.0000e+00  -5.6516e-06   2.1117e-07   0.0000e+00   5.6555e-06
          93   2.5085e+03   8.5275e+00   0.0000e+00  -5.2804e-06   2.1793e-07   0.0000e+00   5.2849e-06
          95   2.4791e+03   8.5416e+00   0.0000e+00  -4.9018e-06   2.1947e-07   0.0000e+00   4.9067e-06
          97   2.4498e+03   8.5602e+00   0.0000e+00  -4.5225e-06   2.1865e-07   0.0000e+00   4.5278e-06
          99   2.4204e+03   8.5867e+00   0.0000e+00  -4.1451e-06   2.1796e-07   0.0000e+00   4.1508e-06
         101   2.3910e+03   8.6242e+00   0.0000e+00  -3.7675e-06   2.2004e-07   0.0000e+00   3.7739e-06
         103   2.3616e+03   8.6754e+00   0.0000e+00  -3.3833e-06   2.2760e-07   0.0000e+00   3.3909e-06
         105   2.3322e+03   8.7394e+00   0.0000e+00  -2.9806e-06   2.4433e-07   0.0000e+00   2.9906e-06
         107   2.3027e+03   8.7976e+00   0.0000e+00  -2.5407e-06   2.7515e-07   0.0000e+00   2.5556e-06
         109   2.2732e+03   8.7746e+00   0.0000e+00  -2.0360e-06   3.2488e-07   0.0000e+00   2.0618e-06
         111   2.2437e+03   8.4169e+00   0.0000e+00  -1.4287e-06   3.8608e-07   0.0000e+00   1.4800e-06
         113   2.2159e+03   7.1205e+00   0.0000e+00  -5.3862e-07   4.9469e-07   0.0000e+00   7.3132e-07
         115   2.2053e+03   1.7549e+01   0.0000e+00  -6.7381e-07   6.1067e-07   0.0000e+00   9.0936e-07
         116   2.2031e+03   4.8292e+01   0.0000e+00  -1.0661e-06   1.7248e-06   0.0000e+00   2.0276e-06
         118   2.1918e+03   7.9734e+01   0.0000e+00  -1.6586e-06   2.5484e-06   0.0000e+00   3.0406e-06
         120   2.1769e+03   1.0848e+02   0.0000e+00  -2.3860e-06   3.1104e-06   0.0000e+00   3.9202e-06
         122   2.1578e+03   1.3463e+02   0.0000e+00  -3.1855e-06   3.2852e-06   0.0000e+00   4.5760e-06
         124   2.1350e+03   1.5764e+02   0.0000e+00  -3.9182e-06   3.1315e-06   0.0000e+00   5.0158e-06
         126   2.1087e+03   1.7699e+02   0.0000e+00  -4.5457e-06   2.6787e-06   0.0000e+00   5.2762e-06
         128   2.0798e+03   1.9200e+02   0.0000e+00  -4.9960e-06   2.0496e-06   0.0000e+00   5.4001e-06
         130   2.0487e+03   2.0250e+02   0.0000e+00  -5.2555e-06   1.2816e-06   0.0000e+00   5.4095e-06
         132   2.0162e+03   2.0781e+02   0.0000e+00  -5.3275e-06   4.5964e-07   0.0000e+00   5.3473e-06
         134   1.9832e+03   2.0772e+02   0.0000e+00  -5.2079e-06  -3.4735e-07   0.0000e+00   5.2194e-06
         136   1.9509e+03   2.0230e+02   0.0000e+00  -4.9103e-06  -1.0832e-06   0.0000e+00   5.0284e-06
         138   1.9202e+03   1.9189e+02   0.0000e+00  -4.4616e-06  -1.6910e-06   0.0000e+00   4.7713e-06
         140   1.8915e+03   1.7724e+02   0.0000e+00  -3.8775e-06  -2.1146e-06   0.0000e+00   4.4166e-06
         142   1.8651e+03   1.5822e+02   0.0000e+00  -3.1900e-06  -2.3730e-06   0.0000e+00   3.9759e-06
