    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   3.5759e+03   3.3015e+01   0.0000e+00  -2.2455e-06  -2.9976e-08   0.0000e+00   2.2457e-06
           3   3.4588e+03   3.3723e+01   0.0000e+00  -2.3825e-06  -5.0069e-08   0.0000e+00   2.3830e-06
           5   3.3409e+03   3.4046e+01   0.0000e+00  -2.6067e-06  -8.2191e-08   0.0000e+00   2.6080e-06
           7   3.2228e+03   3.3602e+01   0.0000e+00  -2.9706e-06  -1.3150e-07   0.0000e+00   2.9735e-06
           9   3.1049e+03   3.2647e+01   0.0000e+00  -3.5555e-06  -2.0395e-07   0.0000e+00   3.5613e-06
          11   2.9862e+03   3.1231e+01   0.0000e+00  -4.4742e-06  -2.9413e-07   0.0000e+00   4.4838e-06
          13   2.8681e+03   2.7640e+01   0.0000e+00  -5.7370e-06  -3.1013e-07   0.0000e+00   5.7453e-06
          15   2.7539e+03   2.2922e+01   0.0000e+00  -6.7973e-06  -1.1825e-07   0.0000e+00   6.7983e-06
          17   2.6545e+03   1.8126e+01   0.0000e+00  -6.8077e-06   9.0812e-08   0.0000e+00   6.8083e-06
          19   2.5704e+03   2.4653e+01   0.0000e+00  -6.0743e-06   2.7893e-07   0.0000e+00   6.0807e-06
          21   2.4871e+03   3.2208e+01   0.0000e+00  -5.0138e-06   4.2217e-07   0.0000e+00   5.0316e-06
          23   2.4071e+03   2.4770e+01   0.0000e+00  -3.9788e-06   3.1772e-07   0.0000e+00   3.9914e-06
          25   2.3423e+03   1.7490e+01   0.0000e+00  -3.1279e-06   2.4126e-07   0.0000e+00   3.1372e-06
          27   2.2820e+03   2.0757e+01   0.0000e+00  -2.2231e-06   3.6184e-07   0.0000e+00   2.2523e-06
          29   2.2154e+03   2.0665e+01   0.0000e+00  -7.4795e-07   7.4133e-07   0.0000e+00   1.0531e-06
          31   2.1979e+03   1.0365e+02   0.0000e+00  -2.0214e-06   2.6329e-06   0.0000e+00   3.3194e-06
          33   2.1569e+03   1.5830e+02   0.0000e+00  -3.3408e-06   2.9276e-06   0.0000e+00   4.4420e-06
          35   2.1002e+03   1.9823e+02   0.0000e+00  -4.4002e-06   2.1488e-06   0.0000e+00   4.8968e-06
