    ID de Nó     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
         111   0.0000e+00   8.0000e+02   0.0000e+00  -2.0246e-06  -2.2408e-09   0.0000e+00   2.0246e-06
         112   0.0000e+00   1.2000e+03   0.0000e+00  -2.0097e-06   4.2560e-08   0.0000e+00   2.0101e-06
         113   0.0000e+00   4.0000e+02   0.0000e+00  -2.0011e-06  -3.9358e-08   0.0000e+00   2.0015e-06
         166   0.0000e+00   2.9902e-14   0.0000e+00  -1.9716e-06  -4.3793e-08   0.0000e+00   1.9721e-06
         167   0.0000e+00   1.6000e+03   0.0000e+00  -1.9786e-06   5.3367e-08   0.0000e+00   1.9793e-06
