    ID de Nó     Coord. X     Coord. Y     Coord. Z      Escalar
         128  -1.1257e-14   1.6000e+02   0.0000e+00  -1.2565e+01
         129  -7.8403e-14   3.2000e+02   0.0000e+00  -1.2569e+01
         130  -1.4555e-13   4.8000e+02   0.0000e+00  -1.2575e+01
         131  -2.1270e-13   6.4000e+02   0.0000e+00  -1.2580e+01
         132   1.5876e+02   8.0000e+02   0.0000e+00  -1.2266e+01
         133   3.1752e+02   8.0000e+02   0.0000e+00  -1.1955e+01
         134   4.7628e+02   8.0000e+02   0.0000e+00  -1.1652e+01
         135   6.3504e+02   8.0000e+02   0.0000e+00  -1.1363e+01
         136   7.8396e+02   8.0000e+02   0.0000e+00  -1.1121e+01
         137   9.0591e+02   8.0000e+02   0.0000e+00  -1.0964e+01
         138   1.6634e+03   0.0000e+00   0.0000e+00  -8.7163e+00
         139   1.4817e+03   0.0000e+00   0.0000e+00  -9.1213e+00
         140   1.3000e+03   0.0000e+00   0.0000e+00  -9.5980e+00
         141   1.1500e+03   0.0000e+00   0.0000e+00  -1.0003e+01
         142   1.0000e+03   0.0000e+00   0.0000e+00  -1.0394e+01
         143   8.5000e+02   0.0000e+00   0.0000e+00  -1.0761e+01
         144   7.0000e+02   0.0000e+00   0.0000e+00  -1.1106e+01
         145   5.5000e+02   0.0000e+00   0.0000e+00  -1.1434e+01
         146   4.0000e+02   0.0000e+00   0.0000e+00  -1.1750e+01
         147   2.6667e+02   0.0000e+00   0.0000e+00  -1.2024e+01
         148   1.3333e+02   0.0000e+00   0.0000e+00  -1.2295e+01
         149   1.0102e+03   7.2235e+02   0.0000e+00  -1.0864e+01
         150   1.0402e+03   6.5000e+02   0.0000e+00  -1.0734e+01
         151   1.0879e+03   5.8787e+02   0.0000e+00  -1.0526e+01
         152   1.1500e+03   5.4019e+02   0.0000e+00  -1.0248e+01
         153   1.2224e+03   5.1022e+02   0.0000e+00  -9.9262e+00
         154   1.3000e+03   5.0000e+02   0.0000e+00  -9.5751e+00
         155   1.3776e+03   5.1022e+02   0.0000e+00  -9.2235e+00
         156   1.4500e+03   5.4019e+02   0.0000e+00  -8.8896e+00
         157   1.5121e+03   5.8787e+02   0.0000e+00  -8.5984e+00
         158   1.5598e+03   6.5000e+02   0.0000e+00  -8.3735e+00
         159   1.5898e+03   7.2235e+02   0.0000e+00  -8.2307e+00
         160   2.1848e+03   7.6536e+01   0.0000e+00  -6.4540e+00
         161   2.1414e+03   1.4142e+02   0.0000e+00  -6.7536e+00
         162   2.0765e+03   1.8477e+02   0.0000e+00  -7.1482e+00
         163   2.0000e+03   2.0000e+02   0.0000e+00  -7.5448e+00
         164   1.9235e+03   1.8477e+02   0.0000e+00  -7.9202e+00
         165   1.8586e+03   1.4142e+02   0.0000e+00  -8.2462e+00
         166   1.8152e+03   7.6536e+01   0.0000e+00  -8.4613e+00
         167   1.6900e+03   8.0000e+02   0.0000e+00  -8.1267e+00
         168   1.8050e+03   8.0000e+02   0.0000e+00  -7.9732e+00
         169   1.9454e+03   8.0000e+02   0.0000e+00  -7.7410e+00
         170   2.0969e+03   8.0000e+02   0.0000e+00  -7.4896e+00
         171   2.2485e+03   8.0000e+02   0.0000e+00  -7.2911e+00
         172   2.4075e+03   6.6708e+02   0.0000e+00  -7.1405e+00
         173   2.4216e+03   5.7625e+02   0.0000e+00  -7.0028e+00
         174   2.4416e+03   4.9519e+02   0.0000e+00  -6.8024e+00
         175   2.4693e+03   4.1646e+02   0.0000e+00  -6.5253e+00
         176   2.5064e+03   3.4168e+02   0.0000e+00  -6.1486e+00
         177   2.5555e+03   2.7418e+02   0.0000e+00  -5.6455e+00
         178   2.6201e+03   2.2163e+02   0.0000e+00  -5.0119e+00
         179   2.7000e+03   2.0003e+02   0.0000e+00  -4.1973e+00
         180   2.8060e+03   2.3864e+02   0.0000e+00  -3.1813e+00
         181   2.9019e+03   3.5621e+02   0.0000e+00  -2.3059e+00
         182   2.9592e+03   4.9779e+02   0.0000e+00  -1.8068e+00
         183   2.9902e+03   6.4747e+02   0.0000e+00  -1.5489e+00
         184   3.8750e+03   0.0000e+00   0.0000e+00  -2.6111e-01
         185   3.7500e+03   0.0000e+00   0.0000e+00  -5.2519e-01
         186   3.6000e+03   0.0000e+00   0.0000e+00  -8.5068e-01
         187   3.4500e+03   0.0000e+00   0.0000e+00  -1.1945e+00
         188   3.3000e+03   0.0000e+00   0.0000e+00  -1.5724e+00
         189   3.1500e+03   0.0000e+00   0.0000e+00  -2.0129e+00
         190   3.0000e+03   0.0000e+00   0.0000e+00  -2.5662e+00
         191   2.8500e+03   0.0000e+00   0.0000e+00  -3.2959e+00
         192   2.7000e+03   0.0000e+00   0.0000e+00  -4.2181e+00
         193   2.5659e+03   0.0000e+00   0.0000e+00  -5.0512e+00
