Listagem de informações criada por	PC
Data	05-Dec-2023 00:11:24
Peça de trabalho atual	C:\Users\PC\Desktop\nx\geometria final_fem1.fem
Nome do nó	HP


 
------------------------------------------------------------
 
              INFORMAÇÕES DE ELEMENTOS
 
------------------------------------------------------------
 
 
INFORMAÇÕES DE ELEMENTOS
  Etiqueta             | Tipo de Elemento | Malha          | Coletor de Malha | Nós Conectados
  303                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 149 38 150
  304                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 151 39 40
  305                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 150 39 151
  306                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 152 40 41
  307                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 151 40 152
  308                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 152 41 42
  309                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 153 42 43
  310                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 152 42 153
  311                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 154 43 44
  312                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 153 43 154
  313                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 155 44 45
  314                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 154 44 155
  315                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 156 45 46
  316                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 155 45 156
  317                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 157 46 47
  318                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 156 46 157
  319                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 158 47 48
  320                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 157 47 158
  321                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 159 48 49
  322                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 158 48 159
  323                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 160 49 50
  324                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 159 49 160
  325                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 160 50 52
  326                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 161 52 53
  327                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 160 52 161
  328                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 162 53 54
  329                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 161 53 162
  330                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 163 54 55
  331                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 162 54 163
  332                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 164 55 56
  333                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 163 55 164
  334                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 164 56 58
  335                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 164 58 59
  336                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 165 59 60
  337                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 164 59 165
  338                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 166 60 61
  339                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 165 60 166
  340                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 167 61 62
  341                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 166 61 167
  342                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 168 62 63
  343                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 167 62 168
  344                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 169 63 64
  345                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 168 63 169
  346                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 170 64 65
  347                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 169 64 170
  348                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 170 65 67
  349                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 170 67 68
  350                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 171 68 69
  351                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 170 68 171
  352                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 172 69 70
  353                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 171 69 172
  354                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 173 70 71
  355                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 172 70 173
  356                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 174 71 72
  357                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 173 71 174
  358                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 174 72 73
  359                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 176 73 74
  360                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 174 73 175
  361                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 175 73 176
  362                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 177 74 75
  363                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 176 74 177
  364                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 178 75 76
  365                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 177 75 178
  366                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 76 77
  367                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 178 76 179
  368                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 180 77 78
  369                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 77 180
  370                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 181 78 79
  371                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 180 78 181
  372                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 182 79 80
  373                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 181 79 182
  374                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 182 80 183
  375                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 183 82 83
  376                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 80 82 183
  377                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 184 83 84
  378                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 183 83 184
  379                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 185 84 85
  380                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 184 84 185
  381                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 186 85 86
  382                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 185 85 186
  383                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 187 86 87
  384                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 186 86 187
  385                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 187 87 88
  386                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 188 88 89
  387                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 187 88 188
  388                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 189 89 90
  389                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 188 89 189
  390                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 191 90 91
  391                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 189 90 190
  392                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 190 90 191
  393                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 192 91 92
  394                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 191 91 192
  395                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 194 92 93
  396                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 192 92 193
  397                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 193 92 194
  398                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 195 93 94
  399                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 194 93 195
  400                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 195 94 95
  401                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 196 95 96
  402                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 195 95 196
  403                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 197 96 97
  404                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 196 96 197
  405                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 198 97 98
  406                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 197 97 198
  407                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 199 98 99
  408                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 198 98 199
  409                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 199 99 101
  410                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 199 101 16
  411                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 200 16 17
  412                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 199 16 200
  413                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 132 17 18
  414                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 200 17 132
  415                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 148 149 147
  416                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 174 175 173
  417                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 201 102 103
  418                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 203 103 104
  419                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 201 103 202
  420                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 202 103 203
  421                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 203 104 105
  422                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 205 105 106
  423                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 203 105 204
  424                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 204 105 205
  425                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 205 106 107
  426                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 207 107 108
  427                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 205 107 206
  428                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 206 107 207
  429                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 207 108 109
  430                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 209 109 110
  431                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 207 109 208
  432                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 208 109 209
  433                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 209 110 111
  434                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 211 111 112
  435                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 209 111 210
  436                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 210 111 211
  437                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 211 112 113
  438                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 213 113 114
  439                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 211 113 212
  440                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 212 113 213
  441                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 213 114 115
  442                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 215 115 116
  443                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 213 115 214
  444                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 214 115 215
  445                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 215 116 117
  446                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 217 117 118
  447                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 215 117 216
  448                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 216 117 217
  449                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 217 118 119
  450                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 219 119 120
  451                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 217 119 218
  452                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 218 119 219
  453                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 219 120 121
  454                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 221 121 122
  455                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 219 121 220
  456                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 220 121 221
  457                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 221 122 123
  458                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 223 123 124
  459                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 221 123 222
  460                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 222 123 223
  461                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 223 124 125
  462                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 225 125 126
  463                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 223 125 224
  464                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 224 125 225
  465                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 225 126 127
  466                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 227 127 128
  467                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 225 127 226
  468                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 226 127 227
  469                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 227 128 129
  470                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 229 129 130
  471                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 227 129 228
  472                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 228 129 229
  473                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 230 130 131
  474                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 229 130 230
  475                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 201 131 102
  476                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 230 131 201
  477                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 242 243 241
  478                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 243 168 169
  479                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 168 242 167
  480                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 168 243 242
  481                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 175 239 245
  482                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 175 176 239
  483                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 241 244 240
  484                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 241 243 244
  485                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 240 245 239
  486                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 240 244 245
  487                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 173 245 172
  488                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 173 175 245
  489                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 243 246 244
  490                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 246 169 170
  491                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 246 243 169
  492                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 172 247 171
  493                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 247 245 244
  494                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 247 172 245
  495                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 246 247 244
  496                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 171 246 170
  497                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 171 247 246
  498                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 252 242 248
  499                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 167 252 166
  500                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 167 242 252
  501                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 166 254 165
  502                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 166 252 254
  503                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 253 248 249
  504                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 252 253 254
  505                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 252 248 253
  506                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 159 251 158
  507                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 159 255 251
  508                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 249 256 253
  509                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 249 250 256
  510                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 255 250 251
  511                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 255 256 250
  512                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 253 258 254
  513                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 253 256 258
  514                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 160 255 159
  515                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 160 257 255
  516                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 256 257 258
  517                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 256 255 257
  518                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 161 257 160
  519                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 161 259 257
  520                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 259 162 163
  521                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 257 259 258
  522                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 161 162 259
  523                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 254 260 165
  524                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 260 258 259
  525                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 260 254 258
  526                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 165 260 164
  527                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 260 163 164
  528                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 260 259 163
  529                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 261 240 239
  530                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 263 261 262
  531                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 240 263 241
  532                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 240 261 263
  533                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 241 248 242
  534                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 241 263 248
  535                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 249 262 250
  536                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 263 249 248
  537                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 263 262 249
  538                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 264 239 176
  539                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 261 264 265
  540                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 261 239 264
  541                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 250 266 251
  542                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 250 262 266
  543                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 265 262 261
  544                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 265 266 262
  545                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 264 177 267
  546                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 264 176 177
  547                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 267 178 236
  548                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 267 177 178
  549                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 267 265 264
  550                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 265 268 266
  551                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 268 267 236
  552                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 268 265 267
  553                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 266 270 251
  554                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 237 268 236
  555                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 237 269 268
  556                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 268 270 266
  557                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 268 269 270
  558                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 238 269 237
  559                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 270 158 251
  560                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 157 238 156
  561                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 157 269 238
  562                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 270 157 158
  563                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 270 269 157
  564                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 183 212 182
  565                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 183 184 212
  566                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 213 182 212
  567                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 182 214 181
  568                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 182 213 214
  569                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 181 215 180
  570                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 181 214 215
  571                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 230 146 229
  572                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 230 201 146
  573                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 228 149 150
  574                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 228 147 149
  575                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 147 229 146
  576                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 147 228 229
  577                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 236 272 237
  578                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 236 178
  579                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 272 236
  580                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 216 180 215
  581                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 216 272
  582                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 179 180 216
  583                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 237 271 238
  584                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 272 271 237
  585                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 272 218 271
  586                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 217 272 216
  587                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 217 218 272
  588                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 150 227 228
  589                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 150 226 227
  590                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 151 226 150
  591                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 225 151 224
  592                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 225 226 151
  593                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 152 224 151
  594                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 154 223 153
  595                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 154 222 223
  596                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 153 224 152
  597                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 153 223 224
  598                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 219 271 218
  599                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 219 220 271
  600                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 156 220 155
  601                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 220 238 271
  602                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 220 156 238
  603                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 155 222 154
  604                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 221 155 220
  605                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 221 222 155
  606                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 210 184 185
  607                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 184 211 212
  608                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 184 210 211
  609                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 208 186 231
  610                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 208 209 186
  611                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 185 209 210
  612                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 185 186 209
  613                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 274 201 202
  614                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 146 274 145
  615                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 146 201 274
  616                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 273 274 202
  617                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 235 144 273
  618                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 235 143 144
  619                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 274 144 145
  620                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 274 273 144
  621                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 231 207 208
  622                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 207 232 206
