Listagem de informações criada por	PC
Data	05-Dec-2023 01:12:42
Peça de trabalho atual	C:\Users\PC\Desktop\nx\geometria final 2_fem5.fem
Nome do nó	HP


 
------------------------------------------------------------
 
              INFORMAÇÕES DE ELEMENTOS
 
------------------------------------------------------------
 
 
INFORMAÇÕES DE ELEMENTOS
  Etiqueta             | Tipo de Elemento | Malha          | Coletor de Malha | Nós Conectados
  278                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 99 65 66 509 326 505
  279                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 99 100 65 434 507 509
  280                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 89 76 88 510 511 399
  281                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 88 77 87 512 482 396
  282                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 88 76 77 511 361 512
  283                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 98 68 97 513 514 430
  284                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 98 67 68 506 334 513
  285                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 69 95 68 515 516 337
  286                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 69 94 95 517 419 515
  287                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 97 95 96 518 422 426
  288                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 97 68 95 514 516 518
  289                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 91 73 90 519 520 406
  290                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 91 72 73 521 349 519
  291                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 74 90 73 522 520 352
  292                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 89 75 76 523 358 510
  293                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 75 90 74 524 522 355
  294                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 75 89 90 523 403 524
  295                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 94 70 93 525 526 416
  296                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 94 69 70 517 340 525
  297                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 92 71 91 527 528 409
  298                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 71 72 91 346 521 528
  299                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 70 92 93 529 413 526
  300                  | CTRIA6           | 2d_mesh(1)     | Thin Shell(1)    | 70 71 92 343 527 529
 
------------------------------------------------------------
 
