    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   3.8249e+03   1.5503e+01   0.0000e+00  -2.1116e-06  -7.9597e-09   0.0000e+00   2.1116e-06
           3   3.7745e+03   1.5517e+01   0.0000e+00  -2.1270e-06  -1.0773e-08   0.0000e+00   2.1270e-06
           5   3.7218e+03   1.5526e+01   0.0000e+00  -2.1486e-06  -1.4697e-08   0.0000e+00   2.1487e-06
           7   3.6668e+03   1.5489e+01   0.0000e+00  -2.1783e-06  -1.9064e-08   0.0000e+00   2.1784e-06
           9   3.6116e+03   1.5428e+01   0.0000e+00  -2.2165e-06  -2.4399e-08   0.0000e+00   2.2167e-06
          11   3.5563e+03   1.5357e+01   0.0000e+00  -2.2651e-06  -3.0930e-08   0.0000e+00   2.2653e-06
          13   3.5010e+03   1.5309e+01   0.0000e+00  -2.3266e-06  -3.9070e-08   0.0000e+00   2.3269e-06
          15   3.4457e+03   1.5361e+01   0.0000e+00  -2.4043e-06  -4.9481e-08   0.0000e+00   2.4048e-06
          17   3.3904e+03   1.5595e+01   0.0000e+00  -2.5020e-06  -6.2402e-08   0.0000e+00   2.5028e-06
          19   3.3349e+03   1.5879e+01   0.0000e+00  -2.6233e-06  -7.8590e-08   0.0000e+00   2.6245e-06
          21   3.2793e+03   1.5955e+01   0.0000e+00  -2.7748e-06  -9.8925e-08   0.0000e+00   2.7765e-06
          23   3.2240e+03   1.5866e+01   0.0000e+00  -2.9652e-06  -1.2309e-07   0.0000e+00   2.9677e-06
          25   3.1688e+03   1.5788e+01   0.0000e+00  -3.2034e-06  -1.5220e-07   0.0000e+00   3.2070e-06
          27   3.1138e+03   1.5758e+01   0.0000e+00  -3.4991e-06  -1.8750e-07   0.0000e+00   3.5041e-06
          29   3.0588e+03   1.5755e+01   0.0000e+00  -3.8632e-06  -2.2902e-07   0.0000e+00   3.8699e-06
          31   3.0039e+03   1.5762e+01   0.0000e+00  -4.3056e-06  -2.7569e-07   0.0000e+00   4.3144e-06
          33   2.9488e+03   1.5794e+01   0.0000e+00  -4.8293e-06  -3.2216e-07   0.0000e+00   4.8400e-06
          35   2.8934e+03   1.5802e+01   0.0000e+00  -5.4132e-06  -3.5048e-07   0.0000e+00   5.4245e-06
          37   2.8376e+03   1.5467e+01   0.0000e+00  -5.9970e-06  -3.2700e-07   0.0000e+00   6.0059e-06
          39   2.7819e+03   1.4504e+01   0.0000e+00  -6.4936e-06  -2.3261e-07   0.0000e+00   6.4978e-06
          41   2.7271e+03   1.3216e+01   0.0000e+00  -6.7957e-06  -8.1799e-08   0.0000e+00   6.7962e-06
          43   2.6731e+03   1.3097e+01   0.0000e+00  -6.7847e-06   8.9271e-08   0.0000e+00   6.7853e-06
          45   2.6182e+03   1.4118e+01   0.0000e+00  -6.4472e-06   2.4846e-07   0.0000e+00   6.4520e-06
          47   2.5622e+03   1.4845e+01   0.0000e+00  -5.8938e-06   3.5433e-07   0.0000e+00   5.9044e-06
          49   2.5061e+03   1.5061e+01   0.0000e+00  -5.2279e-06   3.9644e-07   0.0000e+00   5.2429e-06
          51   2.4505e+03   1.5190e+01   0.0000e+00  -4.5161e-06   4.0227e-07   0.0000e+00   4.5340e-06
          53   2.3952e+03   1.5823e+01   0.0000e+00  -3.8052e-06   4.0117e-07   0.0000e+00   3.8263e-06
          55   2.3396e+03   1.6154e+01   0.0000e+00  -3.0814e-06   4.3051e-07   0.0000e+00   3.1113e-06
          57   2.2847e+03   1.6105e+01   0.0000e+00  -2.2309e-06   5.2390e-07   0.0000e+00   2.2916e-06
          59   2.2308e+03   1.6530e+01   0.0000e+00  -1.0096e-06   7.6964e-07   0.0000e+00   1.2695e-06
          61   2.2100e+03   3.3785e+01   0.0000e+00  -1.1506e-06   8.7429e-07   0.0000e+00   1.4451e-06
          62   2.1945e+03   8.3804e+01   0.0000e+00  -1.9439e-06   2.4075e-06   0.0000e+00   3.0943e-06
