    ID de Nó     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   5.0000e+02   8.0000e+02   0.0000e+00  -2.1257e-06   2.8040e-10   0.0000e+00   2.1257e-06
           2   2.0000e+03   1.3000e+03   0.0000e+00  -2.3745e-06   1.8713e-07   0.0000e+00   2.3818e-06
           3   1.3000e+03   8.0000e+02   0.0000e+00  -2.7106e-06  -1.2167e-08   0.0000e+00   2.7106e-06
           4   2.7000e+03   8.0000e+02   0.0000e+00  -6.9623e-06  -1.8772e-08   0.0000e+00   6.9623e-06
           5   3.7000e+03   8.0000e+02   0.0000e+00  -2.1692e-06   9.2637e-09   0.0000e+00   2.1692e-06
         790   1.3000e+03   1.3000e+03   0.0000e+00  -3.9159e-06  -1.2128e-08   0.0000e+00   3.9159e-06
         807   2.0000e+03   1.0000e+03   0.0000e+00  -4.4858e-06  -1.7767e-07   0.0000e+00   4.4893e-06
         874   2.7038e+03   1.0091e+03   0.0000e+00  -9.8947e-06  -2.1657e-07   0.0000e+00   9.8971e-06
