    ID Elem.     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   2.2224e+03   8.2933e+02   0.0000e+00  -9.6536e-07   8.7327e-07   0.0000e+00   1.3017e-06
           3   2.2072e+03   8.8596e+02   0.0000e+00  -1.6729e-06   2.3043e-06   0.0000e+00   2.8475e-06
           5   2.1779e+03   9.3675e+02   0.0000e+00  -2.7639e-06   2.9308e-06   0.0000e+00   4.0285e-06
           7   2.1364e+03   9.7820e+02   0.0000e+00  -3.8118e-06   2.6901e-06   0.0000e+00   4.6655e-06
           9   2.0856e+03   1.0075e+03   0.0000e+00  -4.5330e-06   1.8308e-06   0.0000e+00   4.8887e-06
          11   2.0290e+03   1.0226e+03   0.0000e+00  -4.8184e-06   6.7408e-07   0.0000e+00   4.8653e-06
          13   1.9357e+03   1.0111e+03   0.0000e+00  -4.3385e-06  -1.1456e-06   0.0000e+00   4.4872e-06
          15   1.8292e+03   9.3988e+02   0.0000e+00  -2.2516e-06  -2.1003e-06   0.0000e+00   3.0791e-06
          18   1.7803e+03   8.2163e+02   0.0000e+00  -6.2604e-07  -4.3026e-07   0.0000e+00   7.5964e-07
          21   1.8052e+03   6.9615e+02   0.0000e+00  -1.5097e-06   1.7911e-06   0.0000e+00   2.3425e-06
          24   1.8957e+03   6.0549e+02   0.0000e+00  -3.7537e-06   1.7360e-06   0.0000e+00   4.1357e-06
          27   2.0213e+03   5.8032e+02   0.0000e+00  -4.8328e-06  -5.3117e-07   0.0000e+00   4.8619e-06
          30   2.1397e+03   6.2925e+02   0.0000e+00  -3.6989e-06  -2.7485e-06   0.0000e+00   4.6082e-06
          33   2.2110e+03   7.3591e+02   0.0000e+00  -1.3567e-06  -1.8266e-06   0.0000e+00   2.2753e-06
          86   7.9423e+01   6.6374e+02   0.0000e+00  -2.0102e-06  -1.9826e-08   0.0000e+00   2.0103e-06
          87   8.0002e+01   9.3229e+02   0.0000e+00  -2.0104e-06   1.9229e-08   0.0000e+00   2.0105e-06
         100   2.3468e+03   1.4564e+03   0.0000e+00  -6.3643e-07   9.7539e-07   0.0000e+00   1.1647e-06
         101   2.2583e+03   1.5310e+03   0.0000e+00  -9.7645e-07   3.4968e-07   0.0000e+00   1.0372e-06
         103   2.3971e+03   1.2614e+03   0.0000e+00  -1.4151e-06   2.5411e-06   0.0000e+00   2.9086e-06
         112   2.4696e+03   1.1219e+03   0.0000e+00  -2.9613e-06   3.7584e-06   0.0000e+00   4.7849e-06
         120   2.5519e+03   1.0186e+03   0.0000e+00  -6.0003e-06   3.7538e-06   0.0000e+00   7.0778e-06
         125   3.0114e+03   1.2729e+03   0.0000e+00  -1.1620e-06  -1.9998e-06   0.0000e+00   2.3129e-06
         128   2.9303e+03   1.1340e+03   0.0000e+00  -2.5792e-06  -3.3446e-06   0.0000e+00   4.2236e-06
         131   2.7025e+03   1.0071e+03   0.0000e+00  -9.8947e-06  -2.1657e-07   0.0000e+00   9.8971e-06
         136   2.8280e+03   1.0193e+03   0.0000e+00  -6.3930e-06  -3.7553e-06   0.0000e+00   7.4143e-06
         138   2.3913e+03   3.4187e+02   0.0000e+00  -1.4632e-06  -2.4934e-06   0.0000e+00   2.8910e-06
         140   2.2563e+03   6.4643e+01   0.0000e+00  -9.7480e-07  -3.2444e-07   0.0000e+00   1.0274e-06
         141   2.3446e+03   1.3835e+02   0.0000e+00  -6.3027e-07  -9.3381e-07   0.0000e+00   1.1266e-06
         144   2.0269e+03   5.6427e+01   0.0000e+00  -1.6863e-06  -6.3730e-08   0.0000e+00   1.6875e-06
         148   2.4816e+03   4.7925e+02   0.0000e+00  -2.9945e-06  -3.8913e-06   0.0000e+00   4.9101e-06
         157   2.6858e+03   6.2399e+02   0.0000e+00  -9.4455e-06  -5.1398e-07   0.0000e+00   9.4595e-06
         163   2.5734e+03   5.7558e+02   0.0000e+00  -6.2372e-06  -4.0912e-06   0.0000e+00   7.4593e-06
         166   3.9218e+03   3.9445e+02   0.0000e+00  -1.9967e-06   2.8547e-08   0.0000e+00   1.9969e-06
         171   3.9419e+03   1.4415e+02   0.0000e+00  -1.9221e-06   1.1286e-08   0.0000e+00   1.9221e-06
         172   3.8586e+03   5.5261e+01   0.0000e+00  -1.8968e-06   1.2230e-08   0.0000e+00   1.8968e-06
         176   3.6244e+03   5.9661e+01   0.0000e+00  -1.7982e-06   4.2351e-08   0.0000e+00   1.7987e-06
         178   3.3826e+03   5.8617e+01   0.0000e+00  -1.5088e-06   1.0744e-07   0.0000e+00   1.5126e-06
         181   3.0552e+03   1.3827e+02   0.0000e+00  -5.1632e-07   7.7364e-07   0.0000e+00   9.3011e-07
         182   3.1448e+03   6.3687e+01   0.0000e+00  -8.1280e-07   2.7095e-07   0.0000e+00   8.5678e-07
         187   3.0147e+03   3.4321e+02   0.0000e+00  -1.2909e-06   2.0284e-06   0.0000e+00   2.4043e-06
         191   2.8334e+03   5.8872e+02   0.0000e+00  -6.1278e-06   3.5009e-06   0.0000e+00   7.0573e-06
         194   2.9264e+03   4.9084e+02   0.0000e+00  -2.9512e-06   3.3018e-06   0.0000e+00   4.4285e-06
         219   1.8257e+03   4.6102e+01   0.0000e+00  -1.5988e-06   1.1055e-07   0.0000e+00   1.6026e-06
         227   1.6202e+03   7.1145e+01   0.0000e+00  -6.2360e-07   8.4265e-07   0.0000e+00   1.0483e-06
         228   1.6740e+03   3.2385e+01   0.0000e+00  -8.8295e-07   2.6776e-07   0.0000e+00   9.2266e-07
         231   1.5862e+03   1.8961e+02   0.0000e+00  -1.7395e-06   1.7262e-06   0.0000e+00   2.4506e-06
         239   1.4908e+03   2.8140e+02   0.0000e+00  -3.1171e-06   1.7684e-06   0.0000e+00   3.5838e-06
         256   1.2283e+03   1.2724e+03   0.0000e+00  -4.0068e-06   7.3942e-07   0.0000e+00   4.0745e-06
         257   1.4911e+03   1.3257e+03   0.0000e+00  -3.1057e-06  -1.8331e-06   0.0000e+00   3.6063e-06
         261   1.3714e+03   1.2612e+03   0.0000e+00  -3.9964e-06  -7.4515e-07   0.0000e+00   4.0653e-06
         263   1.3726e+03   3.3121e+02   0.0000e+00  -4.0415e-06   7.9057e-07   0.0000e+00   4.1181e-06
         266   1.2431e+03   3.3142e+02   0.0000e+00  -4.0535e-06  -5.9773e-07   0.0000e+00   4.0973e-06
         267   1.1086e+03   1.3255e+03   0.0000e+00  -2.9315e-06   1.6860e-06   0.0000e+00   3.3817e-06
         282   8.0241e+01   1.1970e+03   0.0000e+00  -2.0005e-06   3.9652e-08   0.0000e+00   2.0009e-06
         299   9.8025e+02   1.5316e+03   0.0000e+00  -5.4524e-07   7.5202e-07   0.0000e+00   9.2888e-07
         300   9.2829e+02   1.5704e+03   0.0000e+00  -7.8611e-07   2.3007e-07   0.0000e+00   8.1908e-07
         305   1.0127e+03   1.4180e+03   0.0000e+00  -1.5288e-06   1.5721e-06   0.0000e+00   2.1929e-06
         309   6.0206e+02   1.5562e+03   0.0000e+00  -1.7757e-06   4.8763e-08   0.0000e+00   1.7763e-06
         311   7.8335e+02   1.5615e+03   0.0000e+00  -1.4650e-06   1.0972e-07   0.0000e+00   1.4691e-06
         319   1.5890e+02   1.5450e+03   0.0000e+00  -1.9749e-06   1.0338e-08   0.0000e+00   1.9750e-06
         320   8.0334e+01   1.4562e+03   0.0000e+00  -1.9896e-06   2.1756e-08   0.0000e+00   1.9897e-06
         322   3.1601e+02   1.5451e+03   0.0000e+00  -1.9379e-06   1.5740e-08   0.0000e+00   1.9379e-06
         330   1.5714e+03   1.4178e+03   0.0000e+00  -1.6881e-06  -1.8902e-06   0.0000e+00   2.5343e-06
         345   1.6666e+03   1.5638e+03   0.0000e+00  -8.4700e-07  -3.2637e-07   0.0000e+00   9.0770e-07
         346   1.6127e+03   1.5252e+03   0.0000e+00  -5.8688e-07  -9.2840e-07   0.0000e+00   1.0983e-06
         353   2.0416e+03   1.5460e+03   0.0000e+00  -1.6674e-06   8.0912e-08   0.0000e+00   1.6693e-06
         357   1.8512e+03   1.5439e+03   0.0000e+00  -1.6623e-06  -8.8041e-08   0.0000e+00   1.6647e-06
         358   7.7470e+01   3.9114e+02   0.0000e+00  -1.9999e-06  -3.9767e-08   0.0000e+00   2.0003e-06
         370   1.1195e+03   2.8620e+02   0.0000e+00  -3.0547e-06  -1.5978e-06   0.0000e+00   3.4473e-06
         371   1.0091e+03   1.6627e+02   0.0000e+00  -1.3887e-06  -1.5510e-06   0.0000e+00   2.0819e-06
         373   7.7934e+02   4.0372e+01   0.0000e+00  -1.4813e-06  -1.0720e-07   0.0000e+00   1.4852e-06
         375   9.6066e+02   3.8620e+01   0.0000e+00  -5.9076e-07  -4.2646e-07   0.0000e+00   7.2860e-07
         378   6.0267e+02   5.5650e+01   0.0000e+00  -1.7791e-06  -6.0734e-08   0.0000e+00   1.7802e-06
         386   3.8762e+02   7.9229e+01   0.0000e+00  -1.9188e-06  -3.2699e-08   0.0000e+00   1.9191e-06
         387   7.8538e+01   8.8865e+01   0.0000e+00  -1.9883e-06  -1.3252e-08   0.0000e+00   1.9883e-06
         394   3.9244e+03   1.2207e+03   0.0000e+00  -1.9929e-06  -2.6471e-08   0.0000e+00   1.9931e-06
         396   3.9179e+03   9.6010e+02   0.0000e+00  -2.0763e-06  -1.8326e-08   0.0000e+00   2.0763e-06
         397   3.9366e+03   6.4956e+02   0.0000e+00  -2.0756e-06   1.3119e-08   0.0000e+00   2.0756e-06
         400   3.6118e+03   1.5336e+03   0.0000e+00  -1.7954e-06  -5.1103e-08   0.0000e+00   1.7962e-06
         401   3.9167e+03   1.5111e+03   0.0000e+00  -1.9129e-06  -8.2777e-09   0.0000e+00   1.9129e-06
         405   3.3682e+03   1.5215e+03   0.0000e+00  -1.5004e-06  -1.5498e-07   0.0000e+00   1.5084e-06
         410   3.1309e+03   1.5446e+03   0.0000e+00  -7.4668e-07  -2.5328e-07   0.0000e+00   7.8846e-07
         411   3.0415e+03   1.4708e+03   0.0000e+00  -4.2447e-07  -7.6254e-07   0.0000e+00   8.7272e-07
