    ID de Nó     Coord. X     Coord. Y     Coord. Z            X            Y            Z    Magnitude
           1   2.0000e+03   5.5000e+02   0.0000e+00  -2.0871e-06   3.8920e-07   0.0000e+00   2.1231e-06
          53   1.3000e+03   0.0000e+00   0.0000e+00  -2.6053e-06  -8.9163e-08   0.0000e+00   2.6068e-06
          54   4.0000e+02   0.0000e+00   0.0000e+00  -2.1523e-06   9.9219e-08   0.0000e+00   2.1546e-06
          58   1.3000e+03   5.0000e+02   0.0000e+00  -2.7336e-06  -4.3465e-08   0.0000e+00   2.7339e-06
          61   2.0000e+03   2.0000e+02   0.0000e+00  -3.1138e-06   3.7492e-07   0.0000e+00   3.1363e-06
          68   2.7000e+03   2.0003e+02   0.0000e+00  -5.6323e-06   5.3273e-07   0.0000e+00   5.6575e-06
          74   3.7500e+03   0.0000e+00   0.0000e+00  -2.2265e-06  -9.7856e-08   0.0000e+00   2.2286e-06
          76   2.7000e+03   0.0000e+00   0.0000e+00  -5.6633e-06   4.0097e-07   0.0000e+00   5.6775e-06
